Platform,genre,avg.review,daily.listens,total.reviews,subscribers
Apple Podcasts,Documentary,5,4276.15,791,615.13
Apple Podcasts,Documentary,4.7,4389.03,1138,778.1
Apple Podcasts,News & Culture,4,4416.46,758,839.86
Apple Podcasts,Documentary,3.6,4344.36,1026,799.56
Apple Podcasts,Documentary,4.61,4247.47,785,679.5
Apple Podcasts,Documentary,3.08,4358.34,796,904.38
Apple Podcasts,Comedy,4.75,4761.22,946,737.25
Apple Podcasts,Comedy,3.53,4514.06,730,451.52
Apple Podcasts,News & Culture,5,4619.67,982,494.99
Apple Podcasts,Comedy,4.66,4817.69,942,462.38
Spotify,Comedy,4.5,4597.92,1065,749.43
Apple Podcasts,Comedy,4.34,4630.77,994,499.13
Apple Podcasts,News & Culture,3.31,4693.09,1171,386.65
Apple Podcasts,Documentary,4.86,4169.47,826,665.33
Apple Podcasts,Comedy,4.1,4733.21,958,625.77
Apple Podcasts,Comedy,4,4769.05,909,706.2
Apple Podcasts,Comedy,4.2,4645.21,912,471.6
Apple Podcasts,News & Culture,3.81,4508.81,759,515.57
Apple Podcasts,Documentary,4.25,4291.67,1215,853.52
Apple Podcasts,Documentary,4.34,4488.15,921,811.85
Apple Podcasts,Comedy,4.71,4818.63,1149,593.75
Spotify,News & Culture,4.67,4205.54,506,411.19
Apple Podcasts,Documentary,4.32,4219.78,662,894.96
Apple Podcasts,News & Culture,3.76,4577.41,853,482.86
Apple Podcasts,News & Culture,4.32,4516.29,1245,602.33
Apple Podcasts,Comedy,4.47,4651.53,1009,600.27
Spotify,News & Culture,4.59,4325.35,919,284.63
YouTube,News & Culture,4.5,4474.95,774,460.12
Apple Podcasts,Comedy,4,4714.13,877,722.83
Apple Podcasts,Documentary,3.66,4077.2,666,709.35
Spotify,News & Culture,4.13,4621.64,1144,573.31
Apple Podcasts,Documentary,4.04,4299.77,924,898.87
Apple Podcasts,Comedy,4.22,4845.26,1050,542.76
Apple Podcasts,News & Culture,4.23,4739.64,977,469.04
Apple Podcasts,Comedy,4.27,4560.72,895,429.37
Spotify,Comedy,4.2,4945.25,1196,750.68
Apple Podcasts,Documentary,3.82,4454.66,945,851.27
Apple Podcasts,News & Culture,4.66,4272.75,785,297.61
Spotify,Documentary,4.41,4290.74,1001,743.24
Apple Podcasts,News & Culture,4.7,4530.58,956,390.23
Apple Podcasts,Comedy,4.11,4773.11,728,643.81
Apple Podcasts,News & Culture,4.66,4597.25,895,550.95
Spotify,Documentary,4.84,4386.39,1169,667.28
Apple Podcasts,Comedy,2.77,4685.79,866,507.16
Apple Podcasts,Documentary,4.82,4519.64,1175,907.09
Apple Podcasts,Documentary,3.89,4280.19,979,808.61
Apple Podcasts,Documentary,4.31,4493.48,1086,869.32
Apple Podcasts,Documentary,4.58,4307.91,1093,770.84
BBC Sounds,Comedy,4.47,4758.17,913,573.27
Apple Podcasts,Comedy,4.7,4865.85,1039,814.05
Apple Podcasts,Documentary,4.46,4429.13,908,863.17
Apple Podcasts,Documentary,4.08,4282.08,834,1009.72
Apple Podcasts,News & Culture,4.8,4506,986,447.87
Apple Podcasts,News & Culture,4.01,4581.45,926,642.98
Apple Podcasts,Comedy,2.66,4755.81,1133,454.2
Apple Podcasts,Comedy,3.84,4779.38,935,552.93
Apple Podcasts,News & Culture,4.19,4525.99,743,452.35
Spotify,Documentary,4.68,4415.97,1138,945.67
BBC Sounds,News & Culture,4.56,4329.96,1019,260.38
Spotify,News & Culture,4.5,4394.56,668,686.54
Apple Podcasts,Comedy,4.8,4799.07,919,645.65
Apple Podcasts,News & Culture,4.28,4332.86,939,454.12
Apple Podcasts,News & Culture,3.66,4151.99,996,262.2
YouTube,News & Culture,4.73,4658.32,1116,368.81
Apple Podcasts,Comedy,4.4,4794.42,1006,461.49
YouTube,News & Culture,4.46,4328.44,875,582.93
YouTube,News & Culture,4.54,4495.45,998,555.5
Apple Podcasts,Documentary,4.27,4424.84,1208,877.33
Apple Podcasts,Documentary,4.66,4315.98,1212,989.73
Apple Podcasts,News & Culture,4.14,4309.52,753,508.78
Apple Podcasts,News & Culture,5,4470.28,755,468.06
Apple Podcasts,Documentary,3.62,4550.1,1160,1044.08
Apple Podcasts,Comedy,4.11,4685.26,589,538.29
Apple Podcasts,Comedy,4.46,4703.3,1012,531.09
Apple Podcasts,Documentary,4.55,4223.98,821,880.89
BBC Sounds,Documentary,3,4211.66,803,882.63
Apple Podcasts,News & Culture,4.5,4482.63,907,417.61
Apple Podcasts,Comedy,4.44,4655.67,1118,396.58
Apple Podcasts,Documentary,4.57,4230.67,870,842.39
Apple Podcasts,Documentary,4.47,4264.69,948,880.19
Apple Podcasts,News & Culture,4.48,4495.57,942,586.51
Spotify,Documentary,4.47,4415,928,881.4
Apple Podcasts,Documentary,4.27,4461.8,1236,817.57
Apple Podcasts,News & Culture,4.41,4653.75,1053,475.13
YouTube,Comedy,4.95,4711.11,1072,541.41
Apple Podcasts,Documentary,3.53,4453.21,979,853.94
Apple Podcasts,Comedy,4.23,4582.97,871,622.26
Apple Podcasts,News & Culture,3.75,4839.8,1021,629.99
Apple Podcasts,News & Culture,5,4593.63,690,484.78
YouTube,Documentary,4.62,4334.9,1393,617.5
YouTube,News & Culture,3.51,4499.77,695,609.21
Apple Podcasts,Documentary,4.62,4355.64,1036,745.05
Apple Podcasts,Comedy,4.4,4645.94,937,522.18
Apple Podcasts,Comedy,2.66,4658.4,1108,246.48
Apple Podcasts,Comedy,4.48,4475.68,823,415.5
Spotify,News & Culture,3.8,4635.62,808,643.65
Apple Podcasts,Documentary,4.51,4117.27,1042,866.1
Apple Podcasts,News & Culture,4.18,4394.27,1071,453.12
Apple Podcasts,News & Culture,4.24,4508.41,954,574.59
Spotify,Comedy,4.58,4646.98,529,541.28
Apple Podcasts,News & Culture,3.85,4354.14,909,367.2
Spotify,News & Culture,4.53,4536.74,941,568.42
Spotify,News & Culture,4.46,4638.52,849,561.54
BBC Sounds,Comedy,4.8,4768.31,1101,449.45
Spotify,News & Culture,4.06,4483.5,973,500.66
Apple Podcasts,Documentary,4.75,4538.79,1112,849.61
Apple Podcasts,Documentary,3.95,4315.27,1068,839.32
YouTube,Documentary,4.66,4323.08,855,638.38
Apple Podcasts,Comedy,4.42,4600.48,1058,495.81
YouTube,Comedy,4.55,4665.24,765,391.78
Apple Podcasts,News & Culture,3.33,4673.45,965,845.41
Apple Podcasts,News & Culture,3.69,4587.42,982,563.6
Apple Podcasts,Comedy,4.03,4932.58,867,814.69
Apple Podcasts,Documentary,4.38,4456.69,1196,1078.7
Apple Podcasts,News & Culture,4.47,4774.75,964,730.33
Apple Podcasts,Comedy,4.27,4821.93,855,512.33
Apple Podcasts,News & Culture,4.56,4616.39,987,341.12
Apple Podcasts,News & Culture,4.85,4490.76,1134,506.96
Apple Podcasts,Documentary,4.43,4417.1,1236,658.95
Apple Podcasts,Documentary,4.8,4261.35,868,880.18
Apple Podcasts,News & Culture,4.24,4556.22,889,752.61
Apple Podcasts,News & Culture,4.64,4738.59,1066,826.18
Spotify,News & Culture,4.2,4421.45,962,282.37
YouTube,News & Culture,4.45,4664.25,978,697.47
Spotify,News & Culture,4.63,4437.46,934,539.82
Apple Podcasts,Documentary,4.47,4210.06,1034,832.84
Spotify,News & Culture,3.97,4410.17,881,550.07
Apple Podcasts,Documentary,4.42,4513.62,1119,765.88
Apple Podcasts,Documentary,4.56,4242.54,1021,690.17
Apple Podcasts,Comedy,3.88,4793.13,1101,464.43
Apple Podcasts,News & Culture,4.53,4763.29,748,443.86
Apple Podcasts,Documentary,3.87,4374.43,997,1064.57
Apple Podcasts,Documentary,4.83,4408.68,1130,955.66
Apple Podcasts,Documentary,4.84,4382.48,1034,988.25
Apple Podcasts,Comedy,4.47,4760.13,817,598.44
Apple Podcasts,News & Culture,4.67,4704.75,1049,407.52
YouTube,Comedy,4.44,4722.98,995,480.64
Spotify,News & Culture,4.38,4769.86,1132,717.04
Apple Podcasts,Comedy,4.54,4837.29,1062,462.52
Apple Podcasts,Comedy,3.57,4564.88,796,413.78
Spotify,Comedy,100,4442.82,0,630.92
Apple Podcasts,News & Culture,1,4547,765,548.84
YouTube,News & Culture,4.36,4271.37,891,344.21
YouTube,News & Culture,4.04,4239.95,884,483
Apple Podcasts,Documentary,4,4197.61,660,899.59
Apple Podcasts,News & Culture,4.66,4608.98,1042,516.15
BBC Sounds,Comedy,4.19,4604.74,893,470.88
Spotify,Comedy,4.68,4643.4,798,618.36
Apple Podcasts,Documentary,4.79,4420.28,829,842.9
Apple Podcasts,Comedy,4,4757.05,1135,643.15
Apple Podcasts,Comedy,4.46,4836.45,1062,738.22
Apple Podcasts,Documentary,4.61,4334.79,997,661.75
Spotify,News & Culture,3.95,4583.26,794,687.86
Apple Podcasts,Comedy,4.17,4884.56,1031,525.71
Apple Podcasts,News & Culture,4.66,4570.22,749,542.83
Apple Podcasts,News & Culture,4.66,4693.84,1132,524.25
Apple Podcasts,Comedy,4.65,4763.33,1041,461.64
Apple Podcasts,Documentary,4.9,4207.14,1074,594.94
Apple Podcasts,News & Culture,3.43,4431.56,864,358.36
Spotify,Documentary,4.76,4237.49,1050,725.17
Apple Podcasts,Comedy,3.88,4764.92,1243,411.04
Apple Podcasts,News & Culture,4.52,4721.73,1195,560.61
Spotify,Comedy,3.59,4508.82,1192,235.55
Apple Podcasts,Documentary,4.25,4293.71,712,868.88
Apple Podcasts,Comedy,4,4782.48,868,572.85
Apple Podcasts,News & Culture,2.85,4396.21,831,561.34
Apple Podcasts,Comedy,3.88,4841.08,840,301.42
Apple Podcasts,News & Culture,5,4419.42,933,584.43
YouTube,News & Culture,4.46,4449.47,808,395.82
Spotify,News & Culture,3.44,4313.49,900,524.25
Apple Podcasts,News & Culture,4.22,4512.94,815,688.62
Apple Podcasts,Documentary,4.48,4375.42,1048,618.02
Spotify,Comedy,4.38,4762.49,1169,310.22
Apple Podcasts,Documentary,3.68,4404.63,1167,826.19
Apple Podcasts,News & Culture,4.39,4655.83,961,570.2
Apple Podcasts,Documentary,3.78,4313.28,1095,358.84
Apple Podcasts,News & Culture,4.46,4393.93,884,684.05
Apple Podcasts,News & Culture,4,4290.79,1073,429.83
Apple Podcasts,Documentary,3.69,4237.86,907,734.37
Apple Podcasts,News & Culture,4.11,4851.33,1177,414.59
Spotify,Comedy,4.9,4760.03,1167,640.33
Apple Podcasts,News & Culture,4.78,4568.96,870,809.93
Apple Podcasts,News & Culture,4.14,4577.83,1009,626.44
Apple Podcasts,Documentary,4.53,4241.19,995,704.08
Apple Podcasts,Comedy,4.5,4561.18,958,387.1
Apple Podcasts,Comedy,4.18,4761.5,934,744.2
Apple Podcasts,News & Culture,4.58,4438.16,884,452.5
Apple Podcasts,Documentary,4.45,4412.25,907,825.94
Apple Podcasts,Documentary,4.13,4352.3,957,792.84
BBC Sounds,Comedy,4.7,4881.65,1012,735.94
Spotify,Documentary,4.78,4581.01,1124,747.91
Apple Podcasts,News & Culture,3.84,4490.5,972,492.58
Apple Podcasts,Documentary,5,4374.18,1066,623.25
YouTube,News & Culture,4,4508.29,785,651.48
Apple Podcasts,Documentary,4.38,4355.19,1168,872.52
Apple Podcasts,Comedy,5,4598.7,884,589.01
Apple Podcasts,Documentary,5,4445.87,904,762.84
Apple Podcasts,Documentary,4.4,4445.78,1155,932.61
Apple Podcasts,Comedy,2.5,4676.08,1078,475.6
Apple Podcasts,Documentary,4.54,4422.25,1167,758.05
Apple Podcasts,Documentary,4.49,4315.84,1274,520.83
Apple Podcasts,Comedy,4.27,4925.42,809,607.83
Apple Podcasts,Documentary,4.11,4339.33,899,926.13
Apple Podcasts,News & Culture,4.38,4509.39,875,500.75
YouTube,Comedy,4.77,4818.34,1172,584.79
YouTube,News & Culture,4.57,4428.9,901,313.37
YouTube,News & Culture,4.4,4646.58,768,539.99
Apple Podcasts,Documentary,4.55,4489.94,1051,816.64
Spotify,Documentary,3.61,4356.47,1110,836.22
Apple Podcasts,Documentary,4.25,4375.83,1078,787.04
Apple Podcasts,Documentary,4.75,4244.69,774,798.51
Apple Podcasts,News & Culture,3.88,4588.17,1248,477.91
Apple Podcasts,Documentary,4.33,4269.9,1280,679.44
Apple Podcasts,News & Culture,4,4543.91,818,600.9
Apple Podcasts,Documentary,4,4407.82,1034,670.92
Apple Podcasts,Documentary,4.29,4305.64,826,814.08
Apple Podcasts,News & Culture,4.33,4582.92,890,686.99
Apple Podcasts,Comedy,4.42,4557.05,842,547.03
Apple Podcasts,News & Culture,4.39,4492.13,910,686.37
Apple Podcasts,News & Culture,4.66,4537.97,813,402.15
Apple Podcasts,News & Culture,3.92,4654.99,864,719.1
Apple Podcasts,Documentary,4,4358.35,1113,990.06
Spotify,News & Culture,4.54,4625.36,1084,593.45
Apple Podcasts,Documentary,3.96,4365.01,1100,946.17
Apple Podcasts,Comedy,4.81,4702.18,514,814.99
Apple Podcasts,News & Culture,4.44,4549.98,758,463.9
Apple Podcasts,Comedy,4.49,4655.52,1052,532.69
Apple Podcasts,Documentary,4.64,4356.55,1155,735.51
BBC Sounds,Documentary,4.23,4395.66,1055,801.02
BBC Sounds,Documentary,4.47,4376.13,1277,461.62
Apple Podcasts,Documentary,4.58,4191.98,700,695.78
Apple Podcasts,News & Culture,4.72,4226.17,644,360.17
Apple Podcasts,Comedy,3.81,4676.71,1043,493.53
YouTube,Comedy,4.61,4885.15,970,671.09
Apple Podcasts,Comedy,4.73,4614.47,1106,480.09
Apple Podcasts,News & Culture,4.24,4417.42,1146,668.12
Spotify,News & Culture,4.3,4617.11,669,667.86
YouTube,Documentary,4.5,4372.13,965,1062.76
Apple Podcasts,Documentary,3.8,4616.09,1162,785.54
Apple Podcasts,News & Culture,4.71,4458.41,746,543.05
Apple Podcasts,Documentary,3.83,4328.47,1014,813.32
Apple Podcasts,Comedy,4.66,4552.7,867,398.95
Apple Podcasts,Documentary,4.75,4377.64,1143,797.14
Apple Podcasts,Documentary,4.83,4419.12,837,871.54
Apple Podcasts,News & Culture,4.64,4460.93,1094,560.12
Apple Podcasts,Documentary,4.13,4255.26,1038,725.65
YouTube,Documentary,4.14,4548.06,1257,909.23
BBC Sounds,News & Culture,4.12,4268.31,706,596.33
Apple Podcasts,Comedy,4.08,4781.31,1233,368.6
Apple Podcasts,Documentary,3.91,4498.28,1252,946.06
Apple Podcasts,Documentary,4.45,4287.12,916,642.05
Apple Podcasts,Documentary,4.27,4231.55,956,668.56
Apple Podcasts,Comedy,4.55,4566.5,831,490.2
Apple Podcasts,News & Culture,3.66,4595.72,796,500.6
Apple Podcasts,Documentary,4.47,4478.28,1199,974.34
Spotify,News & Culture,4.77,4409.67,850,496.37
Apple Podcasts,Documentary,4.8,4410.48,1163,964.37
Apple Podcasts,Comedy,4.26,4666.69,1009,561.03
BBC Sounds,Documentary,3.92,4148.49,1094,730.26
Apple Podcasts,Comedy,4.46,4816.76,1306,428.79
Apple Podcasts,News & Culture,3.75,4246.44,538,507.8
Apple Podcasts,News & Culture,5,4703.61,1354,373.23
Spotify,Documentary,4.42,4562.94,1284,743.58
Apple Podcasts,News & Culture,4.23,4548.94,807,765.12
Apple Podcasts,Documentary,4.14,4037.49,872,655.64
Apple Podcasts,News & Culture,3.73,4579.47,1075,440.44
Apple Podcasts,Documentary,4.53,4458.76,1269,637.34
Apple Podcasts,News & Culture,4.75,4535.72,1018,628.42
BBC Sounds,News & Culture,5,4709.63,1017,620.24
Spotify,News & Culture,4.41,4816.15,1121,710.21
Apple Podcasts,Comedy,4.53,4441.16,795,263.76
YouTube,News & Culture,3.38,4508.18,1046,554.2
YouTube,Documentary,1,4346.77,1177,903.25
Apple Podcasts,News & Culture,4.29,4449.67,829,505.62
Apple Podcasts,News & Culture,4.33,4722.35,1041,563.87
Apple Podcasts,Documentary,4.88,4381.68,1181,633.77
Apple Podcasts,News & Culture,4.65,4541.02,1110,470.62
Spotify,Comedy,3.37,4668.26,932,437.96
Apple Podcasts,Comedy,5,4796.71,935,627.44
Apple Podcasts,News & Culture,5,4495.83,968,562.8
Apple Podcasts,Comedy,4.92,4649.49,926,620.53
Apple Podcasts,Documentary,4.75,4506.46,1216,804.74
Apple Podcasts,News & Culture,4,4716.53,954,440.51
Apple Podcasts,Documentary,4.36,4313.2,1124,611.74
Apple Podcasts,Documentary,4.88,4292.15,972,885.66
Apple Podcasts,News & Culture,3.86,4329.1,872,459.92
Spotify,Documentary,5,4387.6,999,741.01
Apple Podcasts,Comedy,4.75,4732.72,875,434.5
Apple Podcasts,Comedy,4.71,4568.84,1046,441.46
Spotify,Comedy,4.84,4776.09,793,503.87
Spotify,Documentary,4.13,4346.45,1018,879.93
BBC Sounds,Comedy,3.92,4917.96,1020,523.54
Spotify,Documentary,4.76,4393.44,1255,628.1
Apple Podcasts,Documentary,4.4,4435.17,1002,860.39
Spotify,Documentary,4.37,4350.42,782,821.7
YouTube,News & Culture,4.38,4674.11,1037,472.09
BBC Sounds,Documentary,4.6,4470.48,863,955.74
Spotify,Comedy,5,4729.95,901,661.03
Apple Podcasts,News & Culture,4.33,4671.04,1117,595.33
Apple Podcasts,Comedy,4.5,4797.8,1029,673.26
YouTube,News & Culture,4.55,4564.84,637,651.44
Spotify,News & Culture,4.42,4553.26,732,527.21
Apple Podcasts,News & Culture,4,4463.77,808,689.86
Apple Podcasts,Documentary,4.85,4398.94,1142,813.5
Apple Podcasts,News & Culture,4.12,4463.91,871,765.34
Apple Podcasts,News & Culture,4.72,4377.5,1112,241.58
Apple Podcasts,Comedy,2,4679.08,946,621.71
Apple Podcasts,Comedy,4.03,4690.68,858,741.47
Apple Podcasts,Comedy,4.82,4833.62,831,796.22
Apple Podcasts,News & Culture,3.54,4394.94,967,624.98
Apple Podcasts,Comedy,4.12,4563.63,1040,513.05
Spotify,Comedy,4.62,4693.58,877,501.04
Apple Podcasts,Comedy,3.36,4706.1,967,517.73
Apple Podcasts,Comedy,4.67,4815.09,910,719.67
Apple Podcasts,Documentary,4.08,4469.78,1136,815.57
Apple Podcasts,Documentary,4.94,4020.5,554,646.84
Spotify,Comedy,4.52,4631.43,883,460.27
Apple Podcasts,Comedy,4.22,4799.48,1258,600.05
Apple Podcasts,Documentary,4.33,4329.1,1071,623.28
Apple Podcasts,News & Culture,4.8,4605,1030,454.46
Apple Podcasts,Comedy,4.52,4752.17,1197,588.36
Apple Podcasts,Comedy,4.09,4609.02,785,568.62
Apple Podcasts,Comedy,4.67,4294.28,953,488.27
Spotify,Comedy,4.66,4720.39,1021,638.06
Apple Podcasts,Documentary,3.86,4399.02,822,961.84
Apple Podcasts,News & Culture,3.84,4519.55,941,608.42
Apple Podcasts,Documentary,100,4254.14,0,637.32
Apple Podcasts,News & Culture,3.94,4423.18,1020,354
Spotify,Comedy,4.33,4706.57,989,653.82
Spotify,Documentary,4.3,4384.54,1017,752.71
Apple Podcasts,News & Culture,4,4595.57,991,354.41
Apple Podcasts,News & Culture,4.79,4620.06,813,481.94
Apple Podcasts,News & Culture,3.86,4644.13,765,292.81
Apple Podcasts,Comedy,4,4631.51,948,849.44
YouTube,News & Culture,4.23,4457.48,530,606.66
Apple Podcasts,Documentary,4.59,4371.26,720,756.32
YouTube,Documentary,4.8,4414.46,914,762.83
Apple Podcasts,News & Culture,4.18,4344.98,831,535.37
Apple Podcasts,Comedy,4.6,4680.5,743,685.37
Apple Podcasts,News & Culture,4.36,4614.1,1148,702.61
YouTube,Documentary,4,4243.62,998,654.09
Apple Podcasts,News & Culture,3.83,4330.23,869,572.72
Apple Podcasts,News & Culture,4.81,4664.81,1015,548.07
Apple Podcasts,Documentary,5,4383.47,951,769.98
Apple Podcasts,Comedy,4.36,4564.98,693,400.36
Apple Podcasts,Documentary,4.7,4274.51,762,774.13
Apple Podcasts,Comedy,4.15,4789.33,1123,549.62
Spotify,Documentary,4.51,4451.08,1200,825.37
Apple Podcasts,News & Culture,4.92,4644.51,1147,652.1
Apple Podcasts,Comedy,2.79,4928.91,918,842.66
Apple Podcasts,Documentary,4.73,4367.75,947,965.88
Apple Podcasts,Documentary,4.61,4499.89,1205,942.13
Apple Podcasts,News & Culture,3.7,4550.59,789,556.84
Apple Podcasts,Documentary,4.3,4384.9,925,732.56
Spotify,Documentary,4.87,4351.93,1121,720.9
YouTube,Comedy,5,4939.19,1148,349.82
Apple Podcasts,Comedy,4.68,4784.6,1330,492.38
Apple Podcasts,News & Culture,4.59,4423.06,973,441.9
Apple Podcasts,Comedy,4.34,4901.6,1155,768.39
YouTube,Documentary,3.55,4100.61,799,921.75
Apple Podcasts,News & Culture,4.75,4456.72,909,342.88
Apple Podcasts,Documentary,4.2,4280.59,780,829.91
Spotify,Documentary,4.21,4404.13,889,944.24
YouTube,Documentary,4.69,4499.42,973,970.86
Spotify,Documentary,4.76,4223.79,1027,735.98
Apple Podcasts,News & Culture,4.63,4464.59,952,423.73
Apple Podcasts,News & Culture,4.27,4500.6,849,632.63
Apple Podcasts,Documentary,4.17,4564.79,1270,830.82
Apple Podcasts,News & Culture,4.84,4572.48,988,484.44
Apple Podcasts,Documentary,3.82,4476.2,944,937.98
Apple Podcasts,Comedy,3.73,4644.41,987,552.99
Apple Podcasts,Documentary,4.41,4435.75,894,745.26
Apple Podcasts,News & Culture,4.94,4804.19,725,632.86
Apple Podcasts,News & Culture,4.38,4592.56,1043,375.26
Apple Podcasts,Comedy,4,4721.11,715,753.7
Apple Podcasts,Documentary,4.62,4468.28,1116,806.16
Apple Podcasts,News & Culture,4.59,4720.51,1084,685.84
YouTube,Documentary,4.54,4483.64,1127,881.55
Apple Podcasts,Comedy,4.47,4762.57,1120,650.15
YouTube,News & Culture,4.24,4235.65,677,684.79
Apple Podcasts,Comedy,4.73,4657.18,826,440.12
Apple Podcasts,News & Culture,4.09,4452.01,963,269.81
Apple Podcasts,News & Culture,4.5,4842.27,1121,670.68
Spotify,Comedy,4.37,4855.48,1173,655.26
Apple Podcasts,Comedy,4.66,5079.74,1162,717.11
Apple Podcasts,Comedy,4.51,4751.23,852,708.28
Apple Podcasts,Comedy,3.89,4794.43,1117,311.33
YouTube,Comedy,4.8,4822.85,877,747.49
YouTube,Comedy,4.57,4653.51,904,669.16
Spotify,News & Culture,4.77,4485.73,775,679.62
Apple Podcasts,Documentary,4.66,4329.93,1022,762.9
Apple Podcasts,Comedy,4.71,4676.49,1035,345.78
Apple Podcasts,News & Culture,3.73,4572.58,987,537.8
Apple Podcasts,News & Culture,4.7,4563.46,1180,346.85
Apple Podcasts,Comedy,4.66,4549.95,1008,238.22
Apple Podcasts,Comedy,3.53,4795.24,1044,514.09
YouTube,News & Culture,5,4340.56,702,777.54
Spotify,News & Culture,2.7,4767.45,1039,690.08
Apple Podcasts,News & Culture,4.71,4489.71,811,651.06
Spotify,Documentary,3.9,4373.08,870,735.09
Apple Podcasts,Documentary,4.25,4172.94,795,564.21
Apple Podcasts,Documentary,4.78,4402.69,1135,714.55
YouTube,Documentary,4.46,4508.09,1084,984.21
Apple Podcasts,News & Culture,4.16,5042.34,1016,739.33
Apple Podcasts,Documentary,4.45,4417.88,794,1064.44
Spotify,Documentary,4.73,4280.67,924,876.37
Apple Podcasts,News & Culture,4.69,4248.06,665,422.09
YouTube,Comedy,4.72,4754.92,961,548.96
Apple Podcasts,Documentary,4.11,4412.17,1337,603.86
Apple Podcasts,News & Culture,4.35,4270.96,796,481.44
Apple Podcasts,News & Culture,4.65,4576.68,1089,543.3
YouTube,News & Culture,4.21,4713.67,1090,394.97
Apple Podcasts,Comedy,4.17,4678.13,697,499.44
Apple Podcasts,News & Culture,3.83,4703.79,1123,646.45
YouTube,News & Culture,4.2,4419.43,959,742.89
Apple Podcasts,Comedy,5,4689.52,935,446.86
Spotify,News & Culture,4.88,4454.05,697,700.75
YouTube,News & Culture,3.89,4323.43,944,383.64
Apple Podcasts,Comedy,4,4580.1,833,388.11
Apple Podcasts,Documentary,4.37,4372.47,1033,864.3
Apple Podcasts,Documentary,1.81,4522.12,962,915.01
